seq_id	tax_id	seq_family	seq_genus	seq_species	ref_seq_id	ref_tax_id	ref_seq_family	ref_seq_genus	ref_seq_species	edit_distance
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRBLB12007-22	TX0228	Cecidomyiidae	nan	nan	1
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRBLA3051-22	TX0228	Cecidomyiidae	nan	nan	2
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRBLA47157-22	TX0228	Cecidomyiidae	nan	nan	2
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRCEC27266-22	TX0228	Cecidomyiidae	nan	nan	28
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRBOA58317-23	TX0228	Cecidomyiidae	nan	nan	28
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRCEC27545-22	TX0228	Cecidomyiidae	nan	nan	28
CRBLA46503-22	TX0266	Psychodidae	nan	nan	GMARX24484-23	TX0228	Cecidomyiidae	nan	nan	29
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CROAE11685-23	TX0228	Cecidomyiidae	nan	nan	29
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRBOE23232-23	TX0228	Cecidomyiidae	nan	nan	29
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CROAE8620-23	TX0228	Cecidomyiidae	nan	nan	29
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRBOE24007-23	TX0228	Cecidomyiidae	nan	nan	31
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRBOE21113-23	TX0228	Cecidomyiidae	nan	nan	31
CRBLA46503-22	TX0266	Psychodidae	nan	nan	CRCBB49135-23	TX0228	Cecidomyiidae	nan	nan	31
CRSAA2442-21	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	29
CRCEC47586-22	TX0228	Cecidomyiidae	nan	nan	CRSIA3005-21	TX0266	Psychodidae	nan	nan	13
CRCEC47586-22	TX0228	Cecidomyiidae	nan	nan	CRALB41004-21	TX0926	Lauxaniidae	nan	nan	27
CEFIN4376-21	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	27
CRCEC48706-22	TX0228	Cecidomyiidae	nan	nan	CRCBA23676-22	TX0266	Psychodidae	nan	nan	4
CRKAS10849-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40136-22	TX1207	Phengodidae	nan	nan	26
CRBOE15412-23	TX0228	Cecidomyiidae	nan	nan	CRALB41004-21	TX0926	Lauxaniidae	nan	nan	23
GCEP13397-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40135-22	TX0906	Mordellidae	nan	nan	30
GCEP13397-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	31
GCEP13397-23	TX0228	Cecidomyiidae	nan	nan	CRCEC39053-22	TX0232	Chironomidae	nan	nan	31
CRCEC45549-22	TX0228	Cecidomyiidae	nan	nan	ONTA26858-23	TX0232	Chironomidae	nan	nan	1
CRCEC45549-22	TX0228	Cecidomyiidae	nan	nan	CRCEC43746-22	TX0232	Chironomidae	nan	nan	1
CRCEC45549-22	TX0228	Cecidomyiidae	nan	nan	CRBAC1334-22	TX0287	Ceratopogonidae	nan	nan	4
CRBOA58177-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	27
CRBOA58177-23	TX0228	Cecidomyiidae	nan	nan	CRCEC39053-22	TX0232	Chironomidae	nan	nan	27
CRCBB21957-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	23
CRCEC14507-22	TX0228	Cecidomyiidae	nan	nan	PLQDM082-20	TX0269	Sciaridae	nan	nan	29
CRATA39821-22	TX0276	Limoniidae	nan	nan	EMCEB2380-22	TX0228	Cecidomyiidae	nan	nan	20
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRQUA5150-22	TX0228	Cecidomyiidae	nan	nan	24
CRATA39821-22	TX0276	Limoniidae	nan	nan	CROCA18667-21	TX0228	Cecidomyiidae	nan	nan	24
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRQUA13048-22	TX0228	Cecidomyiidae	nan	nan	25
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRSEA3529-23	TX0228	Cecidomyiidae	nan	nan	26
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRALB4570-21	TX0228	Cecidomyiidae	nan	nan	26
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRKAS7681-23	TX0228	Cecidomyiidae	nan	nan	27
CRATA39821-22	TX0276	Limoniidae	nan	nan	TSMTA21182-22	TX0228	Cecidomyiidae	nan	nan	27
CRATA39821-22	TX0276	Limoniidae	nan	nan	GMPAC1339-18	TX0228	Cecidomyiidae	nan	nan	28
CRATA39821-22	TX0276	Limoniidae	nan	nan	CEFIN6717-21	TX0228	Cecidomyiidae	nan	nan	28
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRCBB36138-23	TX0228	Cecidomyiidae	nan	nan	28
CRATA39821-22	TX0276	Limoniidae	nan	nan	GMPAC1299-18	TX0228	Cecidomyiidae	nan	nan	28
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRCBB31834-23	TX0228	Cecidomyiidae	nan	nan	28
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRCBC26501-23	TX0228	Cecidomyiidae	nan	nan	28
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRCBB46044-23	TX0228	Cecidomyiidae	nan	nan	29
CRATA39821-22	TX0276	Limoniidae	nan	nan	GMAFF611-15	TX0228	Cecidomyiidae	nan	nan	30
CRATA39821-22	TX0276	Limoniidae	nan	nan	TSMTB4253-23	TX0228	Cecidomyiidae	nan	nan	31
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRCEC44078-22	TX0228	Cecidomyiidae	nan	nan	31
CRATA39821-22	TX0276	Limoniidae	nan	nan	CRATA36641-22	TX0228	Cecidomyiidae	nan	nan	31
CRCBB28346-23	TX0228	Cecidomyiidae	nan	nan	CRALB36011-21	TX0269	Sciaridae	nan	nan	20
GMSAV985-13	TX0228	Cecidomyiidae	nan	nan	ONTA15709-23	TX0232	Chironomidae	nan	nan	30
CRTOD6990-23	TX0228	Cecidomyiidae	nan	nan	CRALB41004-21	TX0926	Lauxaniidae	nan	nan	30
CRKAS2537-23	TX0228	Cecidomyiidae	nan	nan	SSBAF3761-13	TX0290	Mycetophilidae	nan	nan	30
CRCBB39328-23	TX0228	Cecidomyiidae	nan	nan	PHAUG254-11	TX0269	Sciaridae	nan	nan	28
CRCBB49845-23	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	30
CRCBB20367-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38407-22	TX0269	Sciaridae	nan	nan	33
CRCEC38320-22	TX0228	Cecidomyiidae	nan	nan	CRCEC40136-22	TX1207	Phengodidae	nan	nan	4
CRBOE2427-23	TX0228	Cecidomyiidae	nan	nan	PHAUG254-11	TX0269	Sciaridae	nan	nan	28
CRCBB49800-23	TX0228	Cecidomyiidae	nan	nan	CRHYA6344-22	TX0266	Psychodidae	nan	nan	23
CRKAS22283-23	TX0228	Cecidomyiidae	nan	nan	CRATA43500-22	TX0261	Dolichopodidae	nan	nan	29
CROCA27621-21	TX0228	Cecidomyiidae	nan	nan	CRCEC38407-22	TX0269	Sciaridae	nan	nan	12
GMARX31665-23	TX0269	Sciaridae	nan	nan	GMARX32403-23	TX0228	Cecidomyiidae	nan	nan	0
GMARX31665-23	TX0269	Sciaridae	nan	nan	GMARX17328-23	TX0228	Cecidomyiidae	nan	nan	10
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRSCA626-23	TX0228	Cecidomyiidae	nan	nan	22
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRSAA8663-23	TX0228	Cecidomyiidae	nan	nan	22
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRSCA5180-23	TX0228	Cecidomyiidae	nan	nan	23
GMARX31665-23	TX0269	Sciaridae	nan	nan	GMSAB595-13	TX0228	Cecidomyiidae	nan	nan	26
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRTOC1508-22	TX0228	Cecidomyiidae	nan	nan	28
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRMBA39096-24	TX0228	Cecidomyiidae	nan	nan	27
GMARX31665-23	TX0269	Sciaridae	nan	nan	CEFIN940-21	TX0228	Cecidomyiidae	nan	nan	27
GMARX31665-23	TX0269	Sciaridae	nan	nan	CEFIN261-21	TX0228	Cecidomyiidae	nan	nan	27
GMARX31665-23	TX0269	Sciaridae	nan	nan	CEFIN8551-21	TX0228	Cecidomyiidae	nan	nan	27
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRKAS19711-23	TX0228	Cecidomyiidae	nan	nan	28
GMARX31665-23	TX0269	Sciaridae	nan	nan	THAMG10696-23	TX0228	Cecidomyiidae	nan	nan	30
GMARX31665-23	TX0269	Sciaridae	nan	nan	TSMTA19757-22	TX0228	Cecidomyiidae	nan	nan	30
GMARX31665-23	TX0269	Sciaridae	nan	nan	TSMTC2256-23	TX0228	Cecidomyiidae	nan	nan	30
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRCBB49402-23	TX0228	Cecidomyiidae	nan	nan	30
GMARX31665-23	TX0269	Sciaridae	nan	nan	CIBIP8508-23	TX0228	Cecidomyiidae	nan	nan	30
GMARX31665-23	TX0269	Sciaridae	nan	nan	CIBIP1344-22	TX0228	Cecidomyiidae	nan	nan	30
GMARX31665-23	TX0269	Sciaridae	nan	nan	CRKAS1696-23	TX0228	Cecidomyiidae	nan	nan	31
GMPNR363-18	TX0228	Cecidomyiidae	nan	nan	GMMGS865-18	TX1153	Phalacridae	nan	nan	30
GMSAT1211-13	TX0228	Cecidomyiidae	nan	nan	CRHTA29240-22	TX0266	Psychodidae	nan	nan	32
CRCBB15096-23	TX0228	Cecidomyiidae	nan	nan	CRCEC48799-22	TX0286	Scelionidae	nan	nan	2
CRCBB15096-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40214-22	TX1138	Platygastridae	nan	nan	3
CRCBB37494-23	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	15
CEFIN4464-21	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	27
CEFIN4464-21	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	29
CRCBA48389-23	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	30
TSMTA25365-22	TX0228	Cecidomyiidae	nan	nan	CRALA21821-21	TX0930	Hybotidae	nan	nan	26
CRCBB38307-23	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	29
CEFIN7368-21	TX0228	Cecidomyiidae	nan	nan	CRCBA9674-22	TX0232	Chironomidae	nan	nan	24
CRCBB36021-23	TX0228	Cecidomyiidae	nan	nan	SSBAF3761-13	TX0290	Mycetophilidae	nan	nan	31
CRBLA35283-22	TX0228	Cecidomyiidae	nan	nan	CRBLA16055-22	TX0266	Psychodidae	nan	nan	5
GMMGD4849-18	TX0228	Cecidomyiidae	nan	nan	CRCEC8097-22	TX0269	Sciaridae	nan	nan	30
TSMTA19772-22	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	29
ONTA19441-23	TX0228	Cecidomyiidae	nan	nan	CRCBA9674-22	TX0232	Chironomidae	nan	nan	32
THAMI2703-23	TX0228	Cecidomyiidae	nan	nan	GMGMV1928-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	29
THAMI2703-23	TX0228	Cecidomyiidae	nan	nan	PHJUL1086-11	TX0930	Hybotidae	nan	nan	30
GMVNA6133-21	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	26
CRBOE14930-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	31
GMARX9074-21	TX0228	Cecidomyiidae	nan	nan	CRHYA5543-22	TX0266	Psychodidae	nan	nan	14
GMARX9074-21	TX0228	Cecidomyiidae	nan	nan	CRALB12999-21	TX0261	Dolichopodidae	nan	nan	28
GMART1568-14	TX0228	Cecidomyiidae	nan	nan	ONTA26858-23	TX0232	Chironomidae	nan	nan	30
CRBOE2458-23	TX0228	Cecidomyiidae	nan	nan	SSBAF3761-13	TX0290	Mycetophilidae	nan	nan	30
AMCAD291-20	TX0228	Cecidomyiidae	nan	nan	PLXDC3092-20	TX0301	Coccinellidae	nan	nan	31
EMCEB2072-22	TX0228	Cecidomyiidae	nan	nan	NODIA1046-24	TX41285	Diapriidae	Spilomicrus	Spilomicrus lusitanicus	13
CRBLA12529-22	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	31
GMMOZ3073-23	TX0228	Cecidomyiidae	nan	nan	CRSAA3130-21	TX0276	Limoniidae	nan	nan	30
SAKDB5330-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2055-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	25
SAKDB5330-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2057-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	26
SAKDB5330-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2053-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	26
PLDCF038-20	TX0228	Cecidomyiidae	nan	nan	NODIA1046-24	TX41285	Diapriidae	Spilomicrus	Spilomicrus lusitanicus	27
CRCEC38207-22	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	31
CRCCB11758-23	TX0228	Cecidomyiidae	nan	nan	CRBAA2595-22	TX0287	Ceratopogonidae	nan	nan	29
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRCEC45549-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEC43746-22	TX0232	Chironomidae	nan	nan	ONTA17545-23	TX0228	Cecidomyiidae	nan	nan	1
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRBAC1334-22	TX0287	Ceratopogonidae	nan	nan	3
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRBAA43876-22	TX0228	Cecidomyiidae	nan	nan	3
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRBAA45893-22	TX0228	Cecidomyiidae	nan	nan	4
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRCEC34127-22	TX0228	Cecidomyiidae	nan	nan	4
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRBAA39239-22	TX0228	Cecidomyiidae	nan	nan	5
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CROAE11019-23	TX0228	Cecidomyiidae	nan	nan	26
CRCEC43746-22	TX0232	Chironomidae	nan	nan	PLBDG176-20	TX0228	Cecidomyiidae	nan	nan	28
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRCCA11146-23	TX0228	Cecidomyiidae	nan	nan	27
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRBOB7284-23	TX0228	Cecidomyiidae	nan	nan	28
CRCEC43746-22	TX0232	Chironomidae	nan	nan	THAMC10674-22	TX0228	Cecidomyiidae	nan	nan	28
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRCBB32643-23	TX0228	Cecidomyiidae	nan	nan	28
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRKAS20347-23	TX0228	Cecidomyiidae	nan	nan	29
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRHTA30169-22	TX0228	Cecidomyiidae	nan	nan	30
CRCEC43746-22	TX0232	Chironomidae	nan	nan	GMART1568-14	TX0228	Cecidomyiidae	nan	nan	30
CRCEC43746-22	TX0232	Chironomidae	nan	nan	CRCEC38132-22	TX0269	Sciaridae	nan	nan	31
CRCEC43746-22	TX0232	Chironomidae	nan	nan	ONTA14465-23	TX0269	Sciaridae	nan	nan	31
CROCA1447-21	TX0228	Cecidomyiidae	nan	nan	PLNDO170-20	TX0266	Psychodidae	nan	nan	29
THAMD564-22	TX0228	Cecidomyiidae	nan	nan	CRCEC43460-22	TX0269	Sciaridae	nan	nan	30
THAMD564-22	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	30
CRALA15112-21	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	12
CRBLA19078-22	TX0228	Cecidomyiidae	nan	nan	CRPSA32244-23	TX0287	Ceratopogonidae	nan	nan	32
CRBOB10773-23	TX0228	Cecidomyiidae	nan	nan	CRBLA16055-22	TX0266	Psychodidae	nan	nan	12
CRBOB10773-23	TX0228	Cecidomyiidae	nan	nan	CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	12
CRBOB10773-23	TX0228	Cecidomyiidae	nan	nan	NGNAX1900-14	TX0232	Chironomidae	nan	nan	31
CRBOE24197-23	TX0228	Cecidomyiidae	nan	nan	CRCEC44162-22	TX0269	Sciaridae	nan	nan	5
GMARX28134-23	TX0228	Cecidomyiidae	nan	nan	CRPEA37825-21	TX0290	Mycetophilidae	nan	nan	21
CRBLA30138-22	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	3
CRCBB18702-23	TX0228	Cecidomyiidae	nan	nan	ONTA15709-23	TX0232	Chironomidae	nan	nan	29
CRHYB3146-22	TX0228	Cecidomyiidae	nan	nan	CRCBC50310-23	TX0261	Dolichopodidae	nan	nan	28
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCEC47410-22	TX0228	Cecidomyiidae	nan	nan	4
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCBB49411-23	TX0228	Cecidomyiidae	nan	nan	4
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCBB13805-23	TX0228	Cecidomyiidae	nan	nan	5
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCEC38896-22	TX0228	Cecidomyiidae	nan	nan	5
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCBA48356-23	TX0228	Cecidomyiidae	nan	nan	5
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCBA48390-23	TX0228	Cecidomyiidae	nan	nan	6
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCEC44828-22	TX0228	Cecidomyiidae	nan	nan	6
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCEC42656-22	TX0228	Cecidomyiidae	nan	nan	10
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRCEC47151-22	TX0228	Cecidomyiidae	nan	nan	10
ONTA19955-23	TX0269	Sciaridae	nan	nan	THAMD421-22	TX0228	Cecidomyiidae	nan	nan	28
ONTA19955-23	TX0269	Sciaridae	nan	nan	THAMC5917-22	TX0228	Cecidomyiidae	nan	nan	29
ONTA19955-23	TX0269	Sciaridae	nan	nan	GMAFD083-15	TX0228	Cecidomyiidae	nan	nan	28
ONTA19955-23	TX0269	Sciaridae	nan	nan	THAMD20361-23	TX0228	Cecidomyiidae	nan	nan	30
ONTA19955-23	TX0269	Sciaridae	nan	nan	THAMD16432-22	TX0228	Cecidomyiidae	nan	nan	30
ONTA19955-23	TX0269	Sciaridae	nan	nan	GMSAC1414-13	TX0228	Cecidomyiidae	nan	nan	30
ONTA19955-23	TX0269	Sciaridae	nan	nan	ONTA15288-23	TX0228	Cecidomyiidae	nan	nan	30
ONTA19955-23	TX0269	Sciaridae	nan	nan	CRBLA15256-22	TX0228	Cecidomyiidae	nan	nan	32
ONTA19955-23	TX0269	Sciaridae	nan	nan	TMGHA10448-22	TX0228	Cecidomyiidae	nan	nan	32
GMMGN7001-18	TX0228	Cecidomyiidae	nan	nan	CRCBA9674-22	TX0232	Chironomidae	nan	nan	26
CRKAS3815-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40136-22	TX1207	Phengodidae	nan	nan	26
CRBAA2719-22	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	5
CRCBA48532-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38132-22	TX0269	Sciaridae	nan	nan	0
CRCBA48532-23	TX0228	Cecidomyiidae	nan	nan	ONTA14465-23	TX0269	Sciaridae	nan	nan	0
THAMA14210-22	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	23
CRCEB4940-22	TX0228	Cecidomyiidae	nan	nan	CRCEC39376-22	TX0232	Chironomidae	nan	nan	0
CRCEB4940-22	TX0228	Cecidomyiidae	nan	nan	ONTA15709-23	TX0232	Chironomidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRHTA16257-22	TX0228	Cecidomyiidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBLA14824-22	TX0228	Cecidomyiidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBLA36167-22	TX0228	Cecidomyiidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBLA30138-22	TX0228	Cecidomyiidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBLA15437-22	TX0228	Cecidomyiidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBAA8601-22	TX0228	Cecidomyiidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBAA27811-22	TX0228	Cecidomyiidae	nan	nan	0
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRCBB37516-23	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBLA35098-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBLA15130-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBAC14665-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBLA15848-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBAA41806-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBAC19425-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBAA2719-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRBAA37539-22	TX0228	Cecidomyiidae	nan	nan	1
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRCBB22696-23	TX0228	Cecidomyiidae	nan	nan	4
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRCBB37494-23	TX0228	Cecidomyiidae	nan	nan	11
CRCEB6811-22	TX0266	Psychodidae	nan	nan	CRCBA44391-23	TX0228	Cecidomyiidae	nan	nan	30
CRCBB16724-23	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	27
CRCBB16724-23	TX0228	Cecidomyiidae	nan	nan	CRCEC43460-22	TX0269	Sciaridae	nan	nan	27
CRCBB8523-23	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	1
GMMGR1792-18	TX0228	Cecidomyiidae	nan	nan	NGNAX1900-14	TX0232	Chironomidae	nan	nan	29
CRCBA48320-23	TX0228	Cecidomyiidae	nan	nan	PHAUG254-11	TX0269	Sciaridae	nan	nan	27
CRCOA14455-21	TX0228	Cecidomyiidae	nan	nan	CRCOA902-21	TX0261	Dolichopodidae	nan	nan	1
CRCOA14455-21	TX0228	Cecidomyiidae	nan	nan	CRCOA666-21	TX0261	Dolichopodidae	nan	nan	4
CRCOA14455-21	TX0228	Cecidomyiidae	nan	nan	CRICB10654-22	TX0287	Ceratopogonidae	nan	nan	4
CRCOA14455-21	TX0228	Cecidomyiidae	nan	nan	CRICB148-22	TX1160	Ephydridae	nan	nan	4
GMAFJ220-15	TX0228	Cecidomyiidae	nan	nan	CRHYA6344-22	TX0266	Psychodidae	nan	nan	28
CROAD4888-22	TX0228	Cecidomyiidae	nan	nan	CRCEC8097-22	TX0269	Sciaridae	nan	nan	23
CROAD4888-22	TX0228	Cecidomyiidae	nan	nan	CRCBA23676-22	TX0266	Psychodidae	nan	nan	26
CRBLC32057-22	TX0228	Cecidomyiidae	nan	nan	OPPZG217-17	TX0290	Mycetophilidae	nan	nan	18
SAWSB6276-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2055-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	25
SAWSB6276-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	26
SAWSB6276-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2057-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	26
CRCBA48547-23	TX0228	Cecidomyiidae	nan	nan	CRCBB27671-23	TX0287	Ceratopogonidae	nan	nan	28
CRCEC45935-22	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	25
GMARH1167-14	TX0228	Cecidomyiidae	nan	nan	PLNDO170-20	TX0266	Psychodidae	nan	nan	30
GMARH1167-14	TX0228	Cecidomyiidae	nan	nan	GMGMV1928-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	32
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALA667-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALA15331-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALB12999-21	TX0261	Dolichopodidae	nan	nan	0
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALA1719-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALB10956-21	TX0228	Cecidomyiidae	nan	nan	1
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALA2007-21	TX0290	Mycetophilidae	nan	nan	3
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALA1638-21	TX0228	Cecidomyiidae	nan	nan	3
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	3
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRSGA2158-23	TX0228	Cecidomyiidae	nan	nan	14
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	EMMAS255-22	TX0228	Cecidomyiidae	nan	nan	25
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRSAA7281-23	TX0228	Cecidomyiidae	nan	nan	26
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	THAMD7974-22	TX0228	Cecidomyiidae	nan	nan	27
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRCBB21124-23	TX0228	Cecidomyiidae	nan	nan	27
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRHYA3179-22	TX0228	Cecidomyiidae	nan	nan	27
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	GMARX9074-21	TX0228	Cecidomyiidae	nan	nan	28
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	CRCBB48514-23	TX0228	Cecidomyiidae	nan	nan	30
CRALA14889-21	TX0926	Lauxaniidae	nan	nan	SAKZA7527-23	TX0228	Cecidomyiidae	nan	nan	29
